produto;marca_raw;estado;familia_v2;sku_v2;confianca;metodo;motivo;candidatos;atributos
Ar Condicionado Samsung WindFree AI Pro 12.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 12.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar-Condicionado Split Inverter 12000 BTUs Samsung WindFree AI Wi-Fi High Wall Só Frio AR12DYFAAWKNAZ/AR12DYFAAWKXAZ 220V;Samsung;MAPEADO;SAMSUNG-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 18.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 18.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 18.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Black 18.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 18.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 18.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 18.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-18000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 22.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 22.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-22000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 22.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 22.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-22000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 24.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 24.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 24.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 24.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-24000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-24000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 9.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung Digital Inverter Ultra 9.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Split Hi Wall Samsung Ultra AI Inverter 9.000 Btus 220v Frio R-32;Samsung;MAPEADO;SAMSUNG-9000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": ""220V"", ""cor"": null, ""form_factor"": ""HW"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung 9.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 9.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-9000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 12.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-12000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR12BSEAAWK/AZ|AR12DXFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Black 12.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-12000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR12BSEAAWK/AZ|AR12DXFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Pro 12.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-12000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR12BSEAAWK/AZ|AR12DXFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 12.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-12000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR12BSEAAWK/AZ|AR12DXFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 18.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-18000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR18BSEAAWK/AZ|F-AR18DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 18.000 BTUs Inverter Quente/Frio Preto;Samsung;MAPEADO;SAMSUNG-WINDFREE-18000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR18BSEAAWK/AZ|F-AR18DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Black 18.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-18000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR18BSEAAWK/AZ|F-AR18DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 18.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-18000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR18BSEAAWK/AZ|F-AR18DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 18000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 22.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-22000-F;AR24BVFAAWK/AZ;alta;familia_linha_unica;1 SKU na família-linha;AR24BVFAAWK/AZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 22.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-22000-F;AR24BVFAAWK/AZ;alta;familia_linha_unica;1 SKU na família-linha;AR24BVFAAWK/AZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 22.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-22000-QF;AR24BSEAAWK/AZ;alta;familia_linha_unica;1 SKU na família-linha;AR24BSEAAWK/AZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Black 22.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-22000-QF;AR24BSEAAWK/AZ;alta;familia_linha_unica;1 SKU na família-linha;AR24BSEAAWK/AZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 22.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-22000-QF;AR24BSEAAWK/AZ;alta;familia_linha_unica;1 SKU na família-linha;AR24BSEAAWK/AZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 22000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR24TSHCBWKN/AZ|F-AR24DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 24.000 BTUs Inverter Quente/Frio Preto;Samsung;MAPEADO;SAMSUNG-WINDFREE-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR24TSHCBWKN/AZ|F-AR24DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Black 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR24TSHCBWKN/AZ|F-AR24DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": ""Preto"", ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI Pro 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR24TSHCBWKN/AZ|F-AR24DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 24.000 BTUs Inverter Quente/Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-24000-QF;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR24TSHCBWKN/AZ|F-AR24DXFAAWK;"{""marca"": ""Samsung"", ""capacidade_btu"": 24000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree AI 9.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR09CVFAMWK/AZ|AR09DYFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado Samsung WindFree Connect AI 9.000 BTUs Inverter Frio;Samsung;MAPEADO;SAMSUNG-WINDFREE-9000-F;;ambigua;ambiguo_multi_sku;"2 SKUs na família; voltagem não desempata";AR09CVFAMWK/AZ|AR09DYFAAWKNAZ;"{""marca"": ""Samsung"", ""capacidade_btu"": 9000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""WindFree Connect"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL 12.000 BTUs Inverter Frio;TCL;MAPEADO;TCL-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL 12.000 BTUs On/Off Frio;TCL;MAPEADO;TCL-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Serie A1 12.000 BTUs On/Off Frio;TCL;MAPEADO;TCL-12000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL 12.000 BTUs Inverter Quente/Frio;TCL;MAPEADO;TCL-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Elite 12.000 BTUs Inverter Quente/Frio;TCL;MAPEADO;TCL-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": ""Elite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Elite 12.000 BTUs On/Off Quente/Frio;TCL;MAPEADO;TCL-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": ""Elite"", ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL FreshIN 3.0 12.000 BTUs Inverter Quente/Frio;TCL;MAPEADO;TCL-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Serie A1 12.000 BTUs On/Off Quente/Frio;TCL;MAPEADO;TCL-12000-QF;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 12000, ""ciclo"": ""Quente/Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL 18.000 BTUs Inverter Frio;TCL;MAPEADO;TCL-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL 18.000 BTUs On/Off Frio;TCL;MAPEADO;TCL-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Serie A1 18.000 BTUs On/Off Frio;TCL;MAPEADO;TCL-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""On/Off"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
Ar Condicionado TCL Serie A2 18.000 BTUs Inverter Frio;TCL;MAPEADO;TCL-18000-F;;ambigua;familia_sem_sku;linha genérica/sem SKU único no catálogo;;"{""marca"": ""TCL"", ""capacidade_btu"": 18000, ""ciclo"": ""Frio"", ""tecnologia"": ""Inverter"", ""edicao"": null, ""voltagem"": null, ""cor"": null, ""form_factor"": ""HW_PRESUMIDO"", ""sku_no_titulo"": null}"
